time,Volume,Vol.Snow,Vol.Blue.Ice,Vol.White.Ice,Tot.Inflow.Vol,Tot.Outflow.Vol,Overflow.Vol,Evaporation,Rain,Local.Runoff,Snowfall,Lake.Level,Surface.Area,Blue.Ice.Thickness,Snow.Thickness,Snow.Density,White.Ice.Thickness,Albedo,Max.Temp,Min.Temp,Surface.Temp,Daily.Qsw,Daily.Qe,Daily.Qh,Daily.Qlw,Light,Benthic.Light,Surface.Wave.Height,Surface.Wave.Length,Surface.Wave.Period,LakeNumber,Max.dT.dz,CD,CHE,z.L,date_time,Daily.Qn
29263,161721306.5,0,3087117.27,0,0,0,0,-3843.740746,0,0,0,34.706196,10767365.38,0.312661,0,100,0,0.381622,2.050802,0.96806,0.96806,27.080245,-10.135109,-0.000793,-34.100518,3.525872,0,0.283872,6.480707,2.037355,11.855543,0.274009,0.0013,0.0013,0,2/12/1980,3.115629
29264,161702737.3,0,3101163.636,0,0,0,0,-4277.418676,0,0,0,34.704471,10766534.48,0.314108,0,100,0,0.38261,2.079357,0.683128,0.683128,49.307327,-11.279494,-0.000754,-38.777523,4.870556,0,0.283872,6.480707,2.037355,8.531719,0.294946,0.0013,0.0013,0,2/13/1980,21.810052
29265,161662374.3,0,3138404.22,0,0,0,0,-2579.492624,0,0,0,34.700724,10764728.4,0.317934,0,100,0,0.383076,2.106885,0.763497,0.763497,24.180757,-6.803228,-0.000887,-35.613732,3.49941,0,0.283872,6.480707,2.037355,23.726784,0.274009,0.0013,0.0013,0,2/14/1980,-4.62886
29266,161595025.3,0,3201695.016,0,0,0,0,-3346.63489,0,0,0,34.69445,10761708.98,0.324436,0,100,0,0.384299,2.133477,1.120594,1.120594,65.825459,-8.828987,-0.000847,-74.08449,9.461546,0,0.283872,6.480707,2.037355,14.025821,0.225222,0.0013,0.0013,0,2/15/1980,0.570803
29267,161555091.9,0,3236680.392,0,0,0,0,-4526.13648,0,0,0,34.690728,10759918.23,0.328036,0,100,0,0.386349,2.159166,1.055065,1.055065,31.692046,-11.942699,-0.001122,-38.335964,6.220415,0,0.283872,6.480707,2.037355,5.955074,0.312016,0.0013,0.0013,0,2/16/1980,5.299903
29268,161484544.8,0,3299711.758,0,0,0,0,-6740.088323,0,0,0,34.684153,10756754.64,0.334523,0,100,0,0.387469,2.184036,1.426243,1.426243,55.62305,-17.78968,-0.001145,-61.244485,5.624827,0,0.283872,6.480707,2.037355,7.187453,0.280046,0.0013,0.0013,0,2/17/1980,12.16939
29269,161403930.7,0,3375730.441,0,0,0,0,-3661.303305,0,0,0,34.67664,10753139.61,0.342344,0,100,0,0.389461,2.208146,1.759033,1.759033,80.262574,-9.666833,-0.001011,-94.460706,12.452644,0,0.283872,6.480707,2.037355,7.322519,0.330906,0.0013,0.0013,0,2/18/1980,-4.530288
29270,161400017.3,0,3373833.434,0,0,0,0,-5763.088526,0,0,0,34.676275,10752964.12,0.342158,0,100,0,0.391815,2.231536,1.370444,1.370444,58.626447,-9.849656,-0.000725,-53.752849,11.082446,0,0.283872,6.480707,2.037355,3.712038,0.330906,0.0013,0.0013,0,2/19/1980,14.723979
29271,161464207,0,3307009.304,0,0,0,0,-3383.985509,0,0,0,34.682258,10755842.62,0.335291,0,100,0,0.389743,2.254274,0.70096,0.70096,65.483386,-5.121255,-0.00022,-26.577632,10.901668,0,0.283872,6.480707,2.037355,19.258338,0.330906,0.0013,0.0013,0,2/20/1980,44.027229
29272,161514550.2,-41.509697,3255642.11,0,0,0,0,-1691.349624,0,0,61.075977,34.686949,10758100.19,0.330014,-8.00E-06,500,0,0.388117,2.276397,0.27711,0.27711,25.933553,-1.784864,-0.000142,-2.429615,4.550341,0,0.283872,6.480707,2.037355,60.973882,0.273277,0.0013,0.0013,0,2/21/1980,25.288944
29273,161570876.5,-41.519443,3197082.145,0,0,0,0,-2840.824824,0,0,0,34.692199,10760626.06,0.324001,-8.00E-06,500,0,0.386218,2.297979,0.043852,0.043852,44.15277,-1.988522,-0.000126,-6.144252,8.763439,0,0.283872,6.480707,2.037355,7.679092,0.330906,0.0013,0.0013,0,2/22/1980,39.997166
29274,161601104.8,-79.363229,3165436.254,0,0,0,0,-1811.574672,0,0,0.103302,34.695016,10761981.61,0.320754,-1.50E-05,500,0,0.385186,2.319062,0.041093,0.041093,41.706333,-3.099021,-0.000226,-11.748483,8.908031,0,0.283872,6.480707,2.037355,22.288834,0.330906,0.0013,0.0013,0,2/23/1980,33.057097
29275,161630728.8,-79.373026,3133777.436,0,0,0,0,-2335.41791,0,0,0,34.697777,10763310.06,0.317507,-1.50E-05,500,0,0.384117,2.339701,0.032581,0.032581,48.642178,-3.148032,-0.000204,-15.340061,9.894902,0,0.283872,6.480707,2.037355,7.452013,0.330906,0.0013,0.0013,0,2/24/1980,36.450353
29276,161596959.8,-71.884601,3160394.975,0,0,0,0,-6886.224626,0,0,6.253483,34.69463,10761795.73,0.320249,-1.30E-05,500,0,0.384163,2.359944,0.394902,0.394902,57.36904,-18.166876,-0.000547,-31.637217,15.507658,0,0.283872,6.480707,2.037355,10.282487,0.216903,0.0013,0.0013,0,2/25/1980,43.899246
29277,161529509.3,-71.864397,3219359.047,0,0,0,0,-7776.371813,0,0,0,34.688344,10758771.01,0.326315,-1.30E-05,500,0,0.385033,2.379834,0.912949,0.912949,58.190884,-20.520983,-0.001217,-48.483262,17.269315,0,0.283872,6.480707,2.037355,6.339712,0.216903,0.0013,0.0013,0,2/26/1980,30.229822
29278,161434742.8,-71.83601,3306524.637,0,0,0,0,-6544.621719,0,0,0,34.679512,10754521.34,0.335283,-1.30E-05,500,0,0.386935,2.399416,1.421974,1.421974,58.414373,-17.277356,-0.001302,-72.291589,7.716291,0,0.283872,6.480707,2.037355,4.959032,0.330906,0.0013,0.0013,0,2/27/1980,3.401442
29279,161420483.6,-71.831739,3315195.286,0,0,0,0,-5423.413765,0,0,0,34.678183,10753881.9,0.336182,-1.30E-05,500,0,0.389692,2.423872,1.261794,1.261794,92.700057,-14.318294,-0.00065,-65.444467,23.300125,0,0.283872,6.480707,2.037355,18.843653,0.258369,0.0013,0.0013,0,2/28/1980,41.574534
29280,161379749.5,-71.819538,3349208.717,0,0,0,0,-6240.895732,0,0,0,34.674386,10752055.24,0.339689,-1.30E-05,500,0,0.389965,2.458869,1.332718,1.332718,82.971152,-16.479318,-0.001288,-67.292757,19.339844,0,0.283872,6.480707,2.037355,4.062565,0.258369,0.0013,0.0013,0,2/29/1980,32.159001
29281,161285072.2,-71.791178,3436035.493,0,0,0,0,-6685.834192,0,0,0,34.665562,10747809.57,0.348633,-1.30E-05,500,0,0.391024,2.496463,1.806127,1.806127,90.556896,-17.661169,-0.001818,-95.867649,23.949656,0,0.283872,6.480707,2.037355,8.60187,0.258369,0.0013,0.0013,0,3/1/1980,12.352234
29282,161203510,-71.766747,3512766.827,0,0,0,0,-3770.898757,0,0,0,34.657961,10744152.02,0.35654,-1.30E-05,500,0,0.393683,2.545122,1.511193,1.511193,105.649167,-9.964523,-0.001363,-112.326911,25.344207,0,0.283872,6.480707,2.037355,6.945537,0.257866,0.0013,0.0013,0,3/2/1980,3.288142
29283,161154665.4,-71.752117,3556183.616,0,0,0,0,-4766.534555,0,0,0,34.653409,10741961.66,0.36102,-1.30E-05,500,0,0.395987,2.584999,1.245979,1.245979,89.42076,-12.598039,-0.000875,-86.555454,25.726715,0,0.283872,6.480707,2.037355,3.204867,0.257866,0.0013,0.0013,0,3/3/1980,15.46422
29284,161165741,-71.755434,3541495.441,0,0,0,0,-3764.62663,0,0,0,34.654441,10742458.32,0.359512,-1.30E-05,500,0,0.396847,2.625894,0.54212,0.54212,92.014531,-5.338542,-0.000585,-67.885149,22.532066,0,0.283872,6.480707,2.037355,17.67928,0.257866,0.0013,0.0013,0,3/4/1980,29.468509
29285,161178509,-27.734197,3525152.413,0,0,0,0,-3779.393092,0,0,2.986403,34.655631,10743030.89,0.357834,-5.00E-06,500,0,0.396303,2.656134,0.228543,0.228543,66.658257,-6.413289,-0.000518,-38.312797,20.170365,0,0.283872,6.480707,2.037355,8.411794,0.257866,0.0013,0.0013,0,3/5/1980,34.759267
29286,161143792.4,-27.730178,3552882.174,0,0,0,0,-6511.055476,0,0,0,34.652395,10741474.07,0.360701,-5.00E-06,500,0,0.39636,2.702252,0.608438,0.608438,104.193542,-17.209621,-0.001035,-68.020294,26.524976,0,0.283872,6.480707,2.037355,2.686337,0.257866,0.0013,0.0013,0,3/6/1980,53.383904
29287,161066273.2,-27.721204,3623925.263,0,0,0,0,-5382.561315,0,0,0,34.645171,10737997.83,0.368033,-5.00E-06,500,0,0.397182,2.731283,1.088099,1.088099,64.740518,-14.231461,-0.000989,-74.247226,12.380279,0,0.283872,6.480707,2.037355,6.578561,0.257866,0.0013,0.0013,0,3/7/1980,4.725742
29288,161066207.2,-27.721197,3621797.085,0,0,0,0,-2193.53354,0,0,0,34.645164,10737994.87,0.367817,-5.00E-06,500,0,0.399101,2.779676,0.53599,0.53599,110.777036,-5.799692,-0.000456,-78.245514,29.474046,0,0.283872,6.480707,2.037355,20.107334,0.257866,0.0013,0.0013,0,3/8/1980,38.33167
29289,161031438.3,-27.717171,3654375.038,0,0,0,0,-1684.898954,0,0,0,34.641924,10736435.7,0.371179,-5.00E-06,500,0,0.3992,2.827471,0.597772,0.597772,109.954446,-3.725209,-7.50E-05,-93.196273,29.207893,0,0.283872,6.480707,2.037355,6.384307,0.257866,0.0013,0.0013,0,3/9/1980,20.483457
29290,160975588.9,-27.710706,3706713.262,0,0,0,0,-2677.923705,0,0,0,34.636719,10733931.21,0.376583,-5.00E-06,500,0,0.400141,2.848709,0.802423,0.802423,46.967223,-7.083097,-0.000343,-59.826989,11.666111,0,0.283872,6.480707,2.037355,4.617744,0.257866,0.0013,0.0013,0,3/10/1980,-5.776326
29291,160956260.9,-27.708468,3717039.696,0,0,0,0,-8707.063307,0,0,0,34.634917,10733064.48,0.377663,-5.00E-06,500,0,0.401641,2.883786,0.622452,0.622452,80.151341,-23.032006,-0.000384,-47.506266,21.032974,0,0.283872,6.480707,2.037355,1.090936,0.257866,0.0013,0.0013,0,3/11/1980,55.677465
29292,160903124.4,-27.702317,3763982.072,0,0,0,0,-5370.865395,0,0,0,34.629965,10730681.65,0.382517,-5.00E-06,500,0,0.401938,2.933605,0.93281,0.93281,116.29322,-14.210219,-0.000842,-95.05819,33.271201,0,0.283872,6.480707,2.037355,7.09042,0.257866,0.0013,0.0013,0,3/12/1980,35.446091
29293,160899451.8,-27.701892,3758383.81,0,0,0,0,-9212.533662,0,0,0,34.629623,10730516.95,0.381954,-5.00E-06,500,0,0.403132,2.967243,0.454848,0.454848,77.48627,-19.575777,-0.001348,-48.707187,21.747291,0,0.283872,6.480707,2.037355,2.389541,0.257866,0.0013,0.0013,0,3/13/1980,48.356208
29294,160973564.7,-27.710471,3681113.561,0,0,0,0,-4299.239273,0,0,0,34.63653,10733840.44,0.373985,-5.00E-06,500,0,0.400936,3.007372,-0.264143,-0.264143,92.439079,-6.198327,-0.000519,-29.889384,27.302712,0,0.283872,6.480707,2.037355,13.179159,0.257866,0.0013,0.0013,0,3/14/1980,68.748541
29295,160961476.1,-27.709072,3690899.507,0,0,0,0,-2118.703613,0,0,0,34.635404,10733298.35,0.374999,-5.00E-06,500,0,0.400922,3.051168,0.044723,0.044723,101.082984,-4.722505,-0.000135,-65.392515,28.856926,0,0.283872,6.480707,2.037355,19.687195,0.257866,0.0013,0.0013,0,3/15/1980,40.413109
29296,160945332.2,-27.707203,3701474.285,0,0,0,0,-5321.972755,0,0,0,34.633899,10732574.39,0.376098,-5.00E-06,500,0,0.401203,3.081332,0.306345,0.306345,68.738014,-8.299165,-0.000408,-51.057889,12.771067,0,0.283872,6.480707,2.037355,1.6011,0.257866,0.0013,0.0013,0,3/16/1980,25.979698
29297,161060936.4,-27.720586,3583592.74,0,0,0,0,-3990.42377,0,0,0,34.644673,10737758.51,0.363945,-5.00E-06,500,0,0.398223,3.116211,-0.452318,-0.452318,79.082588,-3.080066,1.00E-06,-5.075236,25.012239,0,0.283872,6.480707,2.037355,15.511226,0.257866,0.0013,0.0013,0,3/17/1980,77.087417
29298,161159548.3,-27.732002,3569253.666,0,0,0,0,-2553.886063,85429.60668,0,0,34.653864,10742180.62,0.362339,-5.00E-06,500,0,0.397575,3.168644,-0.274561,-0.274561,120.309474,-5.385347,1.00E-04,-61.875629,38.48053,0,0.283872,6.480707,2.037355,3.137004,0.257866,0.0013,0.0013,0,3/18/1980,63.819092
29299,161178660.9,-27.734215,3548611.039,0,0,0,0,-1791.979106,0,0,0,34.655645,10743037.7,0.360215,-5.00E-06,500,0,0.396994,3.22276,-0.215508,-0.215508,124.218758,-2.468885,-4.70E-05,-69.044275,39.2347,0,0.283872,6.480707,2.037355,10.870318,0.257866,0.0013,0.0013,0,3/19/1980,57.643415
29300,161215586.2,-27.73849,3510522.393,0,0,0,0,-1661.922936,0,0,0,34.659086,10744693.56,0.356294,-5.00E-06,500,0,0.395899,3.27633,-0.312544,-0.312544,122.557629,-0.13213,0.000594,-64.462319,39.402608,0,0.283872,6.480707,2.037355,5.946888,0.257866,0.0013,0.0013,0,3/20/1980,58.226846
29301,161268243.3,-27.744586,3457145.409,0,0,0,0,-1411.816941,0,0,0,34.663994,10747054.9,0.350799,-5.00E-06,500,0,0.39428,3.330127,-0.482067,-0.482067,122.29616,-0.085001,0.000494,-54.115946,36.654994,0,0.283872,6.480707,2.037355,5.432792,0.257866,0.0013,0.0013,0,3/21/1980,68.264721
29302,161290846.7,-27.747203,3428041.788,0,0,0,0,-6788.116913,0,0,0,34.666101,10748068.52,0.347813,-5.00E-06,500,0,0.393436,3.374282,-0.284854,-0.284854,99.450252,-11.486037,-0.000114,-40.369612,34.666491,0,0.283872,6.480707,2.037355,2.183064,0.257866,0.0013,0.0013,0,3/22/1980,70.566791
29303,161307799,-27.749165,3408438.678,0,0,0,0,-2863.578227,0,0,0,34.66768,10748828.72,0.3458,-5.00E-06,500,0,0.39286,3.420051,-0.117645,-0.117645,102.981432,-4.691946,-0.000413,-54.159924,36.619077,0,0.283872,6.480707,2.037355,19.720751,0.257866,0.0013,0.0013,0,3/23/1980,53.513867
29304,161318609.8,-27.750417,3394841.539,0,0,0,0,-2921.089651,0,0,0,34.668688,10749313.51,0.344405,-5.00E-06,500,0,0.392426,3.440231,-0.065844,-0.065844,43.517065,-4.550565,-0.00033,-18.966858,22.211933,0,0.283872,6.480707,2.037355,6.1915,0.257866,0.0013,0.0013,0,3/24/1980,29.101102
29305,161370422.6,-29.745296,3339910.735,0,0,0,0,-3814.903216,0,0,35.292146,34.673517,10751636.99,0.338759,-6.00E-06,500,0,0.390689,3.494082,-0.253262,-0.253262,120.687231,-3.649521,-0.000169,-51.267999,46.01413,0,0.283872,6.480707,2.037355,3.955047,0.257866,0.0013,0.0013,0,3/25/1980,73.068922
29306,161385142,-29.747122,3323625.158,0,0,0,0,-1739.991862,0,0,0,34.674889,10752297.06,0.337087,-6.00E-06,500,0,0.390285,3.547396,-0.018624,-0.018624,119.481742,-1.03427,-0.000133,-72.174314,42.252411,0,0.283872,6.480707,2.037355,73.500818,0.257866,0.0013,0.0013,0,3/26/1980,48.341831
